identifier,phrog,product,function
phage_6606,p-6651,internal virion protein,head and packaging
phage_6607,p-4636,tail spike protein,tail
phage_6608,p-2739,portal protein,head and packaging
phage_6609,p-309,terminase small subunit,head and packaging
phage_6610,p-2229,head maturation protease,head and packaging
phage_6611,p-3301,pyrophosphatase,other
phage_6612,p-13892,minor tail protein,tail
phage_6613,p-116,DNA methyltransferase,other
phage_6614,p-5342,tail fiber protein,tail
phage_6615,p-20474,endolysin,lysis
phage_6616,p-376,tail protein,tail
phage_6617,p-3910,transcriptional regulator,transcription regulation
phage_6618,p-8125,tail length tape measure protein,tail
phage_6619,p-6401,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6620,p-2282,tail fiber protein,tail
phage_6621,p-1907,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6622,p-2534,released from the phage upon host infection,other
phage_6623,p-36,transcriptional regulator,transcription regulation
phage_6624,p-18508,kinase,other
phage_6625,p-1,integrase,integration and excision
phage_6626,p-805,internal virion protein,head and packaging
phage_6627,p-4716,transposase,integration and excision
phage_6628,p-8215,baseplate wedge initiator,tail
phage_6629,p-44,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6630,p-20467,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6631,p-3310,transglycosylase,other
phage_6632,p-4912,tail fiber assembly,tail
phage_6633,p-3995,tail protein,tail
phage_6634,p-1381,plasmid antitoxin with HTH domain,"moron, auxiliary metabolic gene and host takeover"
phage_6635,p-1373,transcriptional regulator,transcription regulation
phage_6636,p-739,Rz-like spanin,lysis
phage_6637,p-626,anaerobic ribonucleotide reductase small subunit,"DNA, RNA and nucleotide metabolism"
phage_6638,p-9589,endolysin,lysis
phage_6639,p-7061,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6640,p-947,DNA polymerase processivity factor,"DNA, RNA and nucleotide metabolism"
phage_6641,p-229,MazG-like pyrophosphatase,other
phage_6642,p-21656,peptidase,other
phage_6643,p-3677,protease,other
phage_6644,p-1044,endolysin,lysis
phage_6645,p-59,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6646,p-24502,zinc-finger domain protein,other
phage_6647,p-1249,acetyltransferase,other
phage_6648,p-239,DNA primase/helicase,"DNA, RNA and nucleotide metabolism"
phage_6649,p-18345,tail fiber protein,tail
phage_6650,p-6651,internal virion protein,head and packaging
phage_6651,p-22502,methyltransferase,other
phage_6652,p-18345,tail fiber protein,tail
phage_6653,p-249,porphyrin biosynthesis,"moron, auxiliary metabolic gene and host takeover"
phage_6654,p-2675,DNA methyltransferase,other
phage_6655,p-4,transcriptional repressor,transcription regulation
phage_6656,p-30742,tail fiber protein,tail
phage_6657,p-13,Rz-like spanin,lysis
phage_6658,p-13249,holin,lysis
phage_6659,p-892,tail fiber protein,tail
phage_6660,p-337,tail protein,tail
phage_6661,p-18345,tail fiber protein,tail
phage_6662,p-531,Rnase H,"DNA, RNA and nucleotide metabolism"
phage_6663,p-2509,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6664,p-6088,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6665,p-778,tail assembly protein,tail
phage_6666,p-1645,virion structural protein,head and packaging
phage_6667,p-9240,cyanobacterial phosphoribosylglycinamide formyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_6668,p-10356,virion structural protein,head and packaging
phage_6669,p-19200,virion structural protein,head and packaging
phage_6670,p-418,internal virion protein,head and packaging
phage_6671,p-80,head maturation protease,head and packaging
phage_6672,p-20556,baseplate protein,tail
phage_6673,p-19556,tail fiber protein; host specificity,tail
phage_6674,p-4745,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6675,p-437,virion structural protein,head and packaging
phage_6676,p-4603,alpha-2;3-sialyltransferase,other
phage_6677,p-18097,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6678,p-35,transcriptional repressor,transcription regulation
phage_6679,p-6370,dsDNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6680,p-5577,minor tail protein,tail
phage_6681,p-24547,,unknown function
phage_6682,p-2414,terminase small subunit,head and packaging
phage_6683,p-19195,virion structural protein,head and packaging
phage_6684,p-1356,holin,lysis
phage_6685,p-577,Doc-like toxin,"moron, auxiliary metabolic gene and host takeover"
phage_6686,p-938,endolysin,lysis
phage_6687,p-4492,tail fiber protein,tail
phage_6688,p-2059,anti-restriction protein,"moron, auxiliary metabolic gene and host takeover"
phage_6689,p-9151,HicB-like antitoxin,"moron, auxiliary metabolic gene and host takeover"
phage_6690,p-4001,,unknown function
phage_6691,p-7977,,unknown function
phage_6692,p-5240,tail fiber protein,tail
phage_6693,p-606,terminase small subunit,head and packaging
phage_6694,p-6002,virion structural protein,head and packaging
phage_6695,p-30655,virion structural protein,head and packaging
phage_6696,p-15824,tail fiber protein proximal subunit,tail
phage_6697,p-2030,transcriptional regulator,transcription regulation
phage_6698,p-6636,methyltransferase,other
phage_6699,p-25966,tail length tape measure protein,tail
phage_6700,p-2,terminase large subunit,head and packaging
phage_6701,p-4226,baseplate protein,tail
phage_6702,p-230,baseplate tail tube cap,tail
phage_6703,p-11693,pilot protein for DNA ejection,tail
phage_6704,p-308,internal virion protein,head and packaging
phage_6705,p-947,DNA polymerase processivity factor,"DNA, RNA and nucleotide metabolism"
phage_6706,p-7283,NinB/ Orf homologous recombination mediator,"DNA, RNA and nucleotide metabolism"
phage_6707,p-5046,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6708,p-229,MazG-like pyrophosphatase,other
phage_6709,p-2675,DNA methyltransferase,other
phage_6710,p-12622,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6711,p-1068,tail length tape measure protein,tail
phage_6712,p-2071,ATPase,other
phage_6713,p-677,baseplate wedge tail fiber protein connector,tail
phage_6714,p-20188,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6715,p-1533,tail length tape measure protein,tail
phage_6716,p-1171,tail spike protein,tail
phage_6717,p-6977,minor tail protein,tail
phage_6718,p-61,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_6719,p-2197,GTP cyclohydrolase,other
phage_6720,p-11,baseplate spike,tail
phage_6721,p-69,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6722,p-2666,terminase large subunit,head and packaging
phage_6723,p-12092,,unknown function
phage_6724,p-5,tail completion or Neck1 protein,connector
phage_6725,p-891,terminase small subunit,head and packaging
phage_6726,p-66,excisionase and transcriptional regulator,integration and excision
phage_6727,p-5668,tail fiber protein,tail
phage_6728,p-1293,tail length tape measure protein,tail
phage_6729,p-6651,internal virion protein,head and packaging
phage_6730,p-20738,anti-repressor,transcription regulation
phage_6731,p-4018,amidase,lysis
phage_6732,p-3282,sigma factor,transcription regulation
phage_6733,p-4151,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6734,p-565,holin,lysis
phage_6735,p-615,head-tail adaptor,connector
phage_6736,p-23181,ATPase,other
phage_6737,p-6386,transcription antiterminator,transcription regulation
phage_6738,p-10775,tail protein,tail
phage_6739,p-702,replication protein,"DNA, RNA and nucleotide metabolism"
phage_6740,p-891,terminase small subunit,head and packaging
phage_6741,p-6013,tail protein,tail
phage_6742,p-1218,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6743,p-3995,tail protein,tail
phage_6744,p-1242,minor head protein,head and packaging
phage_6745,p-18345,tail fiber protein,tail
phage_6746,p-24355,polysaccharide deacetylase,"moron, auxiliary metabolic gene and host takeover"
phage_6747,p-723,ParB-like partition protein,"DNA, RNA and nucleotide metabolism"
phage_6748,p-351,RNA polymerase sigma factor,transcription regulation
phage_6749,p-2662,portal protein,head and packaging
phage_6750,p-296,DNA transposition protein,integration and excision
phage_6751,p-1674,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6752,p-8094,tail appendage,tail
phage_6753,p-20556,baseplate protein,tail
phage_6754,p-20474,endolysin,lysis
phage_6755,p-3431,Arc-like repressor,transcription regulation
phage_6756,p-19,DnaB-like replicative helicase,"DNA, RNA and nucleotide metabolism"
phage_6757,p-4636,tail spike protein,tail
phage_6758,p-2456,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_6759,p-4583,transcriptional repressor,transcription regulation
phage_6760,p-1330,tail protein,tail
phage_6761,p-23570,virion structural protein,head and packaging
phage_6762,p-399,structural protein,head and packaging
phage_6763,p-18345,tail fiber protein,tail
phage_6764,p-891,terminase small subunit,head and packaging
phage_6765,p-606,terminase small subunit,head and packaging
phage_6766,p-3465,head closure Hc2,connector
phage_6767,p-26532,,unknown function
phage_6768,p-956,transposase,integration and excision
phage_6769,p-8921,,unknown function
phage_6770,p-3339,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6771,p-349,virion structural protein,head and packaging
phage_6772,p-4752,tRNA methyltransferase,other
phage_6773,p-758,head morphogenesis,head and packaging
phage_6774,p-30284,Rz-like spanin,lysis
phage_6775,p-314,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6776,p-434,RecE-like recombination exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6777,p-155,Erf-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6778,p-6499,transcriptional regulator,transcription regulation
phage_6779,p-9959,tail length tape measure protein,tail
phage_6780,p-201,Panton-Valentine leukocicin,"DNA, RNA and nucleotide metabolism"
phage_6781,p-7173,tail spike protein,tail
phage_6782,p-2120,tail length tape measure protein,tail
phage_6783,p-453,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6784,p-5668,tail fiber protein,tail
phage_6785,p-502,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_6786,p-27166,tail length tape measure protein,tail
phage_6787,p-2524,,unknown function
phage_6788,p-664,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6789,p-38233,tail fiber protein,tail
phage_6790,p-82,head closure Hc1,connector
phage_6791,p-47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6792,p-337,tail protein,tail
phage_6793,p-172,head scaffolding protein,head and packaging
phage_6794,p-959,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6795,p-10512,virion structural protein,head and packaging
phage_6796,p-3041,cytidyltransferase,other
phage_6797,p-6790,tail protein,tail
phage_6798,p-26758,tail fiber protein,tail
phage_6799,p-979,terminase large subunit,head and packaging
phage_6800,p-12624,,unknown function
phage_6801,p-5767,sigma factor,transcription regulation
phage_6802,p-1223,nucloid associated Lsr2-like,"DNA, RNA and nucleotide metabolism"
phage_6803,p-1806,collagen like minor tail,tail
phage_6804,p-1218,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6805,p-4044,terminase small subunit,head and packaging
phage_6806,p-959,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6807,p-2597,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6808,p-5999,DNA methyltransferase,other
phage_6809,p-582,Arc-like repressor,transcription regulation
phage_6810,p-2854,tail length tape measure protein,tail
phage_6811,p-6681,terminase large subunit,head and packaging
phage_6812,p-23216,,unknown function
phage_6813,p-112,Gp2.5-like ssDNA binding protein and ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6814,p-80,head maturation protease,head and packaging
phage_6815,p-15,terminase large subunit,head and packaging
phage_6816,p-21249,tail protein,tail
phage_6817,p-4171,RecT-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6818,p-1128,enoyl-CoA hydratase/carnithine racemase-like,"moron, auxiliary metabolic gene and host takeover"
phage_6819,p-5702,Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6820,p-6819,Holliday junction branch migration helicase,"DNA, RNA and nucleotide metabolism"
phage_6821,p-18345,tail fiber protein,tail
phage_6822,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6823,p-23570,virion structural protein,head and packaging
phage_6824,p-947,DNA polymerase processivity factor,"DNA, RNA and nucleotide metabolism"
phage_6825,p-474,phosphofructokinase,other
phage_6826,p-4523,major head and protease protein,head and packaging
phage_6827,p-2644,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_6828,p-10514,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6829,p-6025,DNA methyltransferase,other
phage_6830,p-976,head maturation protease,head and packaging
phage_6831,p-1218,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6832,p-40,head-tail adaptor Ad1,connector
phage_6833,p-1423,Reverse transcriptase,"DNA, RNA and nucleotide metabolism"
phage_6834,p-97,UvsX-like recombinase,other
phage_6835,p-236,nucleotide kinase,other
phage_6836,p-1141,tail fiber protein,tail
phage_6837,p-351,RNA polymerase sigma factor,transcription regulation
phage_6838,p-82,head closure Hc1,connector
phage_6839,p-29076,tail protein,tail
phage_6840,p-151,transposase,integration and excision
phage_6841,p-1368,transcriptional regulator,transcription regulation
phage_6842,p-19195,virion structural protein,head and packaging
phage_6843,p-5857,baseplate wedge subunit,tail
phage_6844,p-11011,long tail fiber protein distal subunit,tail
phage_6845,p-9959,tail length tape measure protein,tail
phage_6846,p-21391,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6847,p-816,cell division inhibitor,"moron, auxiliary metabolic gene and host takeover"
phage_6848,p-4636,tail spike protein,tail
phage_6849,p-367,ribonucleotide reductase,"DNA, RNA and nucleotide metabolism"
phage_6850,p-5696,,unknown function
phage_6851,p-8,transcriptional regulator,transcription regulation
phage_6852,p-2935,virion structural protein,head and packaging
phage_6853,p-15825,,unknown function
phage_6854,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6855,p-308,internal virion protein,head and packaging
phage_6856,p-150,baseplate hub,tail
phage_6857,p-145,portal protein,head and packaging
phage_6858,p-61,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_6859,p-181,endolysin,lysis
phage_6860,p-9703,head decoration,head and packaging
phage_6861,p-859,portal protein,head and packaging
phage_6862,p-26426,replication protein,"DNA, RNA and nucleotide metabolism"
phage_6863,p-1293,tail length tape measure protein,tail
phage_6864,p-826,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6865,p-23013,tail length tape measure protein,tail
phage_6866,p-6256,tail fiber protein,tail
